analysis_scope,scenario_id,period_id,category,space_name,zone_name,metric,baseline,value,delta,delta_pct
seasonal_zone,public_core,shoulder,office,z-d-office-4,zdoffice4,heating_peak_kw,34.64068655167919,34.63839203197622,-0.0022945197029713427,-0.006623770864206839
seasonal_zone,entrance_3_lead,shoulder,office,P1-11-office 1,Thermal Zone: P1-11-office 1,heating_peak_kw,1.3459466076428934,1.3460356197467584,8.901210386502711e-05,0.0066133458310735456
seasonal_zone,public_evening,winter,terminal_hall,hall-4-1,Thermal Zone: hall-4-1,heating_kwh,380.9235757167574,380.8984286898821,-0.025147026875288248,-0.006601593725977931
seasonal_zone,entrance_2_lead,winter,commerce_retail,z-l-commerce-3,zlcommerce3,heating_kwh,491.8298960312934,491.8623525915499,0.032456560256491684,0.006599143427106064
seasonal_zone,entrance_2_lead,shoulder,office,P1-11-office 2,Thermal Zone: P1-11-office 2,cooling_kwh,176.36996374601517,176.35834998295402,-0.01161376306114903,-0.006584887139781717
seasonal_zone,public_core,winter,office,P1-7-office 1,Thermal Zone: P1-7-office 1,heating_peak_kw,3.5958574032602657,3.5960935914784056,0.00023618821813986557,0.006568342168566534
seasonal_zone,public_evening,winter,terminal_hall,n-hall-2,nhall2,heating_kwh,726.9966135016755,726.948911317148,-0.04770218452745212,-0.00656154150398146
seasonal_zone,entrance_2_lead,winter,commerce_retail,z-l-commerce-2,zlcommerce2,heating_kwh,477.7872867609616,477.818581848051,0.031295087089404205,0.00655000414547682
seasonal_zone,entrance_3_lead,summer,breakroom,d-b-breakroom-1,dbbreakroom1,cooling_kwh,65.61402342384758,65.61831882726325,0.00429540341566792,0.006546471610071613
seasonal_zone,entrance_2_lead,summer,office,z-u-office-11,zuoffice11,cooling_peak_kw,17.902828025159195,17.90165888391528,-0.0011691412439134297,-0.006530483576507647
seasonal_zone,public_evening,winter,terminal_hall,x-b-hall-1,xbhall1,heating_kwh,818.4838902415796,818.4305404523866,-0.053349789193021024,-0.006518123304451913
seasonal_zone,entrance_3_lead,summer,dining,d-b-dining-4,dbdining4,cooling_kwh,61.16848134110707,61.16449512804936,-0.003986213057707744,-0.006516776238858308
seasonal_zone,entrance_2_lead,summer,office,x-n-office-5,xnoffice5,cooling_kwh,81.4964186981006,81.50172623475888,0.0053075366582788774,0.006512601097160332
seasonal_zone,public_perimeter,shoulder,office,z-u-office-7,zuoffice7,heating_kwh,94.8177280685954,94.82389288192677,0.006164813331366759,0.006501751789398345
seasonal_zone,entrance_3_lead,shoulder,office,x-n-office-3,xnoffice3,heating_kwh,9.668072808864464,9.668700498573568,0.0006276897091037625,0.0064923974148006665
seasonal_zone,entrance_3_lead,winter,commerce_retail,x-n-commerce-3,xncommerce3,heating_kwh,101.5067398626791,101.5001673834819,-0.006572479197203052,-0.006474919011382366
seasonal_zone,entrance_2_lead,winter,commerce_retail,z-u-commerce-1,zucommerce1,heating_kwh,546.9221201142262,546.9574696778627,0.03534956363648689,0.006463363308308692
